

|yearQuarter |state | totalRX|
|2019 Q4     |NY    |   17234|
|2020 Q1     |NY    |   17671|
|2020 Q2     |NY    |   14462|
|2020 Q3     |NY    |   15149|
|2020 Q4     |NY    |   15083|
|2021 Q1     |NY    |   14952|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |OH    |    1678|
|2012 Q2     |OH    |    3541|
|2012 Q3     |OH    |    5769|
|2012 Q4     |OH    |    6368|
|2013 Q1     |OH    |    5128|
|2013 Q2     |OH    |    4982|
|2013 Q3     |OH    |    4615|
|2013 Q4     |OH    |    4493|
|2014 Q1     |OH    |    4885|
|2014 Q2     |OH    |    5461|
|2014 Q3     |OH    |    5724|
|2014 Q4     |OH    |    6848|
|2015 Q1     |OH    |    6978|
|2015 Q2     |OH    |    8535|
|2015 Q3     |OH    |    8741|
|2015 Q4     |OH    |    9058|
|2016 Q1     |OH    |   12029|
|2016 Q2     |OH    |   10323|
|2016 Q3     |OH    |   10510|
|2016 Q4     |OH    |   10481|
|2017 Q1     |OH    |   12310|
|2017 Q2     |OH    |   16263|
|2017 Q3     |OH    |   11618|
|2017 Q4     |OH    |   12031|
|2018 Q1     |OH    |   12723|
|2018 Q2     |OH    |   13665|
|2018 Q3     |OH    |   12170|
|2018 Q4     |OH    |   11154|
|2019 Q1     |OH    |   11587|
|2019 Q2     |OH    |   11253|
|2019 Q3     |OH    |   10999|
|2019 Q4     |OH    |   10040|
|2020 Q1     |OH    |   12729|
|2020 Q2     |OH    |   10976|
|2020 Q3     |OH    |   11525|
|2020 Q4     |OH    |   10866|
|2021 Q1     |OH    |    7181|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |OK    |     313|
|2012 Q2     |OK    |     979|
|2012 Q3     |OK    |     886|
|2012 Q4     |OK    |     930|
|2013 Q1     |OK    |    1089|
|2013 Q2     |OK    |     950|
|2013 Q3     |OK    |     822|
|2013 Q4     |OK    |     764|
|2014 Q1     |OK    |     818|
|2014 Q2     |OK    |     845|
|2014 Q3     |OK    |     706|
|2014 Q4     |OK    |     881|
|2015 Q1     |OK    |     757|
|2015 Q2     |OK    |     864|
|2015 Q3     |OK    |     828|
|2015 Q4     |OK    |     729|
|2016 Q1     |OK    |     961|
|2016 Q2     |OK    |     965|
|2016 Q3     |OK    |     991|
|2016 Q4     |OK    |     981|
|2017 Q1     |OK    |    1158|
|2017 Q2     |OK    |    1138|
|2017 Q3     |OK    |    1017|
|2017 Q4     |OK    |    1100|
|2018 Q1     |OK    |    1169|
|2018 Q2     |OK    |    1308|
|2018 Q3     |OK    |    1472|
|2018 Q4     |OK    |    1274|
|2019 Q1     |OK    |    1334|
|2019 Q2     |OK    |    1334|
|2019 Q3     |OK    |    1300|
|2019 Q4     |OK    |    1152|
|2020 Q1     |OK    |    1205|
|2020 Q2     |OK    |    1076|
|2020 Q3     |OK    |    1105|
|2020 Q4     |OK    |     983|
|2021 Q1     |OK    |     976|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |OR    |     784|
|2012 Q2     |OR    |    2159|
|2012 Q3     |OR    |    1671|
|2012 Q4     |OR    |    1073|
|2013 Q1     |OR    |    2441|
|2013 Q2     |OR    |    2815|
|2013 Q3     |OR    |    1692|
|2013 Q4     |OR    |    1533|
|2014 Q1     |OR    |    2557|
|2014 Q2     |OR    |    4062|
|2014 Q3     |OR    |    2998|
|2014 Q4     |OR    |    3260|
|2015 Q1     |OR    |    4003|
|2015 Q2     |OR    |    3906|
|2015 Q3     |OR    |    3536|
|2015 Q4     |OR    |    3589|
|2016 Q1     |OR    |    3830|
|2016 Q2     |OR    |    3878|
|2016 Q3     |OR    |    3424|
|2016 Q4     |OR    |    3856|
|2017 Q1     |OR    |    3985|
|2017 Q2     |OR    |    6024|
|2017 Q3     |OR    |    3957|
|2017 Q4     |OR    |    4107|
|2018 Q1     |OR    |    4550|
|2018 Q2     |OR    |    4405|
|2018 Q3     |OR    |    4278|
|2018 Q4     |OR    |    4379|
|2019 Q1     |OR    |    4828|
|2019 Q2     |OR    |    4985|
|2019 Q3     |OR    |    4871|
|2019 Q4     |OR    |    4695|
|2020 Q1     |OR    |    5239|
|2020 Q2     |OR    |    4226|
|2020 Q3     |OR    |    4215|
|2020 Q4     |OR    |    4560|
|2021 Q1     |OR    |    4653|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |PA    |     716|
|2012 Q2     |PA    |    1368|
|2012 Q3     |PA    |    1505|
|2012 Q4     |PA    |    1459|
|2013 Q1     |PA    |    1601|
|2013 Q2     |PA    |    1787|
|2013 Q3     |PA    |    2126|
|2013 Q4     |PA    |    2034|
|2014 Q1     |PA    |    1652|
|2014 Q2     |PA    |    1895|
|2014 Q3     |PA    |    1787|
|2014 Q4     |PA    |    1998|
|2015 Q1     |PA    |    1894|
|2015 Q2     |PA    |    2431|
|2015 Q3     |PA    |    2887|
|2015 Q4     |PA    |    3901|
|2016 Q1     |PA    |    3831|
|2016 Q2     |PA    |    4213|
|2016 Q3     |PA    |    4578|
|2016 Q4     |PA    |    5066|
|2017 Q1     |PA    |    5252|
|2017 Q2     |PA    |    7818|
|2017 Q3     |PA    |    5710|
|2017 Q4     |PA    |    6101|
|2018 Q1     |PA    |    6710|
|2018 Q2     |PA    |    7818|
|2018 Q3     |PA    |    8312|
|2018 Q4     |PA    |    7942|
|2019 Q1     |PA    |    8327|
|2019 Q2     |PA    |    8443|
|2019 Q3     |PA    |    8428|
|2019 Q4     |PA    |    8370|
|2020 Q1     |PA    |   10363|
|2020 Q2     |PA    |    8861|
|2020 Q3     |PA    |    9690|
|2020 Q4     |PA    |    9668|
|2021 Q1     |PA    |    6190|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2014 Q1     |RI    |      26|
|2014 Q2     |RI    |      26|
|2014 Q4     |RI    |      13|
|2015 Q3     |RI    |      12|
|2016 Q1     |RI    |     219|
|2016 Q2     |RI    |     279|
|2016 Q3     |RI    |     261|
|2016 Q4     |RI    |     205|
|2017 Q1     |RI    |     213|
|2017 Q2     |RI    |     270|
|2017 Q3     |RI    |     425|
|2017 Q4     |RI    |     331|
|2018 Q1     |RI    |     511|
|2018 Q2     |RI    |     482|
|2018 Q3     |RI    |     483|
|2018 Q4     |RI    |     500|
|2019 Q1     |RI    |     613|
|2019 Q2     |RI    |     673|
|2019 Q3     |RI    |     594|
|2019 Q4     |RI    |     612|
|2020 Q1     |RI    |     629|
|2020 Q2     |RI    |     607|
|2020 Q3     |RI    |     613|
|2020 Q4     |RI    |     631|
|2021 Q1     |RI    |     674|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |SC    |     121|
|2012 Q2     |SC    |     416|
|2012 Q3     |SC    |     412|
|2012 Q4     |SC    |     527|
|2013 Q1     |SC    |     500|
|2013 Q2     |SC    |     481|
|2013 Q3     |SC    |     438|
|2013 Q4     |SC    |     485|
|2014 Q1     |SC    |     463|
|2014 Q2     |SC    |     524|
|2014 Q3     |SC    |     378|
|2014 Q4     |SC    |     509|
|2015 Q1     |SC    |     446|
|2015 Q2     |SC    |     390|
|2015 Q3     |SC    |     324|
|2015 Q4     |SC    |     395|
|2016 Q1     |SC    |     395|
|2016 Q2     |SC    |     492|
|2016 Q3     |SC    |     467|
|2016 Q4     |SC    |     464|
|2017 Q1     |SC    |     621|
|2017 Q2     |SC    |     595|
|2017 Q3     |SC    |    1080|
|2017 Q4     |SC    |    1077|
|2018 Q1     |SC    |    1103|
|2018 Q2     |SC    |    1325|
|2018 Q3     |SC    |    1294|
|2018 Q4     |SC    |    1320|
|2019 Q1     |SC    |    1449|
|2019 Q2     |SC    |    1487|
|2019 Q3     |SC    |    1427|
|2019 Q4     |SC    |    1606|
|2020 Q1     |SC    |    1664|
|2020 Q2     |SC    |    1279|
|2020 Q3     |SC    |    1387|
|2020 Q4     |SC    |    1220|
|2021 Q1     |SC    |     900|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |SD    |      20|
|2012 Q2     |SD    |      45|
|2012 Q3     |SD    |      68|
|2012 Q4     |SD    |      62|
|2013 Q1     |SD    |      61|
|2013 Q2     |SD    |      38|
|2013 Q3     |SD    |      64|
|2013 Q4     |SD    |      79|
|2014 Q1     |SD    |      48|
|2014 Q2     |SD    |      62|
|2014 Q3     |SD    |      53|
|2014 Q4     |SD    |      49|
|2015 Q1     |SD    |      50|
|2015 Q2     |SD    |      45|
|2015 Q3     |SD    |      65|
|2015 Q4     |SD    |      73|
|2016 Q1     |SD    |      63|
|2016 Q2     |SD    |      76|
|2016 Q3     |SD    |      74|
|2016 Q4     |SD    |      70|
|2017 Q1     |SD    |     120|
|2017 Q2     |SD    |      60|
|2017 Q3     |SD    |      77|
|2017 Q4     |SD    |     103|
|2018 Q1     |SD    |      89|
|2018 Q2     |SD    |     103|
|2018 Q3     |SD    |     125|
|2018 Q4     |SD    |     131|
|2019 Q1     |SD    |     135|
|2019 Q2     |SD    |     120|
|2019 Q3     |SD    |     114|
|2019 Q4     |SD    |     105|
|2020 Q1     |SD    |     113|
|2020 Q2     |SD    |      88|
|2020 Q3     |SD    |      98|
|2020 Q4     |SD    |     103|
|2021 Q1     |SD    |     117|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |TN    |     311|
|2012 Q2     |TN    |    1141|
|2012 Q3     |TN    |    1529|
|2012 Q4     |TN    |    1530|
|2013 Q1     |TN    |    1664|
|2013 Q2     |TN    |    1567|
|2013 Q3     |TN    |    1382|
|2013 Q4     |TN    |    1495|
|2014 Q1     |TN    |    1600|
|2014 Q2     |TN    |    1607|
|2014 Q3     |TN    |    1509|
|2014 Q4     |TN    |    1416|
|2015 Q1     |TN    |    1456|
|2015 Q2     |TN    |    1555|
|2015 Q3     |TN    |    1447|
|2015 Q4     |TN    |    1663|
|2016 Q1     |TN    |    1926|
|2016 Q2     |TN    |    2163|
|2016 Q3     |TN    |    2279|
|2016 Q4     |TN    |    2209|
|2017 Q1     |TN    |    2510|
|2017 Q2     |TN    |    2489|
|2017 Q3     |TN    |    2365|
|2017 Q4     |TN    |    2505|
|2018 Q1     |TN    |    2592|
|2018 Q2     |TN    |    2648|
|2018 Q3     |TN    |    2660|
|2018 Q4     |TN    |    2656|
|2019 Q1     |TN    |    2802|
|2019 Q2     |TN    |    2658|
|2019 Q3     |TN    |    2628|
|2019 Q4     |TN    |    2536|
|2020 Q1     |TN    |    2815|
|2020 Q2     |TN    |    2452|
|2020 Q3     |TN    |    2433|
|2020 Q4     |TN    |    2330|
|2021 Q1     |TN    |    2198|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |TX    |     656|
|2012 Q2     |TX    |     243|
|2012 Q3     |TX    |     271|
|2012 Q4     |TX    |     276|
|2013 Q1     |TX    |     201|
|2013 Q2     |TX    |     182|
|2013 Q3     |TX    |     180|
|2013 Q4     |TX    |     153|
|2014 Q1     |TX    |     193|
|2014 Q2     |TX    |     184|
|2014 Q3     |TX    |     152|
|2014 Q4     |TX    |     118|
|2015 Q1     |TX    |    2254|
|2015 Q2     |TX    |    2253|
|2015 Q3     |TX    |    2212|
|2015 Q4     |TX    |    1996|
|2016 Q1     |TX    |    2297|
|2016 Q2     |TX    |    2406|
|2016 Q3     |TX    |    2380|
|2016 Q4     |TX    |    2877|
|2017 Q1     |TX    |    2938|
|2017 Q2     |TX    |    2894|
|2017 Q3     |TX    |    2933|
|2017 Q4     |TX    |    3073|
|2018 Q1     |TX    |    3072|
|2018 Q2     |TX    |    3158|
|2018 Q3     |TX    |    3370|
|2018 Q4     |TX    |    3478|
|2019 Q1     |TX    |    3507|
|2019 Q2     |TX    |    3424|
|2019 Q3     |TX    |    3658|
|2019 Q4     |TX    |    3408|
|2020 Q1     |TX    |    3307|
|2020 Q2     |TX    |    2668|
|2020 Q3     |TX    |    2725|
|2020 Q4     |TX    |    2784|
|2021 Q1     |TX    |    2549|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |UT    |     190|
|2012 Q2     |UT    |     412|
|2012 Q3     |UT    |     358|
|2012 Q4     |UT    |     343|
|2013 Q1     |UT    |     375|
|2013 Q2     |UT    |     257|
|2013 Q3     |UT    |     275|
|2013 Q4     |UT    |     252|
|2014 Q1     |UT    |     358|
|2014 Q2     |UT    |     400|
|2014 Q3     |UT    |     356|
|2014 Q4     |UT    |     374|
|2015 Q1     |UT    |     337|
|2015 Q2     |UT    |     399|
|2015 Q3     |UT    |     302|
|2015 Q4     |UT    |     294|
|2016 Q1     |UT    |     409|
|2016 Q2     |UT    |     229|
|2016 Q3     |UT    |     278|
|2016 Q4     |UT    |     246|
|2017 Q1     |UT    |     309|
|2017 Q2     |UT    |     301|
|2017 Q3     |UT    |     246|
|2017 Q4     |UT    |     303|
|2018 Q1     |UT    |     430|
|2018 Q2     |UT    |     474|
|2018 Q3     |UT    |     494|
|2018 Q4     |UT    |     502|
|2019 Q1     |UT    |     491|
|2019 Q2     |UT    |     660|
|2019 Q3     |UT    |     728|
|2019 Q4     |UT    |     731|
|2020 Q1     |UT    |     906|
|2020 Q2     |UT    |     834|
|2020 Q3     |UT    |     722|
|2020 Q4     |UT    |     716|
|2021 Q1     |UT    |     676|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |VA    |     236|
|2012 Q2     |VA    |     551|
|2012 Q3     |VA    |     565|
|2012 Q4     |VA    |     468|
|2013 Q1     |VA    |     610|
|2013 Q2     |VA    |     566|
|2013 Q3     |VA    |     561|
|2013 Q4     |VA    |     569|
|2014 Q1     |VA    |     612|
|2014 Q2     |VA    |     597|
|2014 Q3     |VA    |     608|
|2014 Q4     |VA    |     591|
|2015 Q1     |VA    |     503|
|2015 Q2     |VA    |     520|
|2015 Q3     |VA    |     590|
|2015 Q4     |VA    |     609|
|2016 Q1     |VA    |     713|
|2016 Q2     |VA    |     709|
|2016 Q3     |VA    |     745|
|2016 Q4     |VA    |     778|
|2017 Q1     |VA    |     879|
|2017 Q2     |VA    |     898|
|2017 Q3     |VA    |    1000|
|2017 Q4     |VA    |     964|
|2018 Q1     |VA    |    1493|
|2018 Q2     |VA    |    1505|
|2018 Q3     |VA    |    1756|
|2018 Q4     |VA    |    1979|
|2019 Q1     |VA    |    3618|
|2019 Q2     |VA    |    4348|
|2019 Q3     |VA    |    4573|
|2019 Q4     |VA    |    4761|
|2020 Q1     |VA    |    5146|
|2020 Q2     |VA    |    4211|
|2020 Q3     |VA    |    4287|
|2020 Q4     |VA    |    4469|
|2021 Q1     |VA    |    4409|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |VT    |     217|
|2012 Q2     |VT    |     522|
|2012 Q3     |VT    |     434|
|2012 Q4     |VT    |     411|
|2013 Q1     |VT    |     528|
|2013 Q2     |VT    |     563|
|2013 Q3     |VT    |     449|
|2013 Q4     |VT    |     492|
|2014 Q1     |VT    |     522|
|2014 Q2     |VT    |     602|
|2014 Q3     |VT    |     481|
|2014 Q4     |VT    |     562|
|2015 Q1     |VT    |     686|
|2015 Q2     |VT    |     669|
|2015 Q3     |VT    |     523|
|2015 Q4     |VT    |     542|
|2016 Q1     |VT    |     609|
|2016 Q2     |VT    |     576|
|2016 Q3     |VT    |     532|
|2016 Q4     |VT    |     514|
|2017 Q1     |VT    |     602|
|2017 Q2     |VT    |     576|
|2017 Q3     |VT    |     533|
|2017 Q4     |VT    |     574|
|2018 Q1     |VT    |     610|
|2018 Q2     |VT    |     524|
|2018 Q3     |VT    |     558|
|2018 Q4     |VT    |     557|
|2019 Q1     |VT    |     599|
|2019 Q2     |VT    |     654|
|2019 Q3     |VT    |     549|
|2019 Q4     |VT    |     512|
|2020 Q1     |VT    |     541|
|2020 Q2     |VT    |     480|
|2020 Q3     |VT    |     465|
|2020 Q4     |VT    |     484|
|2021 Q1     |VT    |     514|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |WA    |      31|
|2012 Q2     |WA    |     145|
|2012 Q3     |WA    |     702|
|2012 Q4     |WA    |     433|
|2013 Q1     |WA    |     853|
|2013 Q2     |WA    |     710|
|2013 Q3     |WA    |    1062|
|2013 Q4     |WA    |    1118|
|2014 Q1     |WA    |    1066|
|2014 Q2     |WA    |    3201|
|2014 Q3     |WA    |    2821|
|2014 Q4     |WA    |    3301|
|2015 Q1     |WA    |    2235|
|2015 Q2     |WA    |    2177|
|2015 Q3     |WA    |    1832|
|2015 Q4     |WA    |    2309|
|2016 Q1     |WA    |    2504|
|2016 Q2     |WA    |    3153|
|2016 Q3     |WA    |    3200|
|2016 Q4     |WA    |    3177|
|2017 Q1     |WA    |    3393|
|2017 Q2     |WA    |    3259|
|2017 Q3     |WA    |    4451|
|2017 Q4     |WA    |    3438|
|2018 Q1     |WA    |    3704|
|2018 Q2     |WA    |    3650|
|2018 Q3     |WA    |    3803|
|2018 Q4     |WA    |    3646|
|2019 Q1     |WA    |    4696|
|2019 Q2     |WA    |    4776|
|2019 Q3     |WA    |    5229|
|2019 Q4     |WA    |    4854|
|2020 Q1     |WA    |    5259|
|2020 Q2     |WA    |    4527|
|2020 Q3     |WA    |    4582|
|2020 Q4     |WA    |    4800|
|2021 Q1     |WA    |    4238|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |WI    |    2102|
|2012 Q2     |WI    |    4180|
|2012 Q3     |WI    |    3807|
|2012 Q4     |WI    |    3618|
|2013 Q1     |WI    |    3957|
|2013 Q2     |WI    |    3928|
|2013 Q3     |WI    |    3550|
|2013 Q4     |WI    |    3501|
|2014 Q1     |WI    |    3668|
|2014 Q2     |WI    |    4124|
|2014 Q3     |WI    |    3938|
|2014 Q4     |WI    |    3925|
|2015 Q1     |WI    |    4232|
|2015 Q2     |WI    |    3933|
|2015 Q3     |WI    |    3611|
|2015 Q4     |WI    |    3635|
|2016 Q1     |WI    |    4240|
|2016 Q2     |WI    |    4398|
|2016 Q3     |WI    |    4242|
|2016 Q4     |WI    |    4058|
|2017 Q1     |WI    |    4587|
|2017 Q2     |WI    |    4289|
|2017 Q3     |WI    |    4112|
|2017 Q4     |WI    |    4383|
|2018 Q1     |WI    |    4647|
|2018 Q2     |WI    |    4244|
|2018 Q3     |WI    |    4268|
|2018 Q4     |WI    |    4306|
|2019 Q1     |WI    |    4374|
|2019 Q2     |WI    |    4499|
|2019 Q3     |WI    |    4299|
|2019 Q4     |WI    |    4123|
|2020 Q1     |WI    |    4479|
|2020 Q2     |WI    |    3706|
|2020 Q3     |WI    |    3924|
|2020 Q4     |WI    |    3932|
|2021 Q1     |WI    |    4320|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2014 Q1     |WV    |      97|
|2014 Q2     |WV    |     373|
|2014 Q3     |WV    |     474|
|2014 Q4     |WV    |     442|
|2015 Q1     |WV    |     272|
|2015 Q2     |WV    |     396|
|2015 Q3     |WV    |     361|
|2015 Q4     |WV    |     238|
|2016 Q1     |WV    |     310|
|2016 Q2     |WV    |     397|
|2016 Q3     |WV    |     417|
|2016 Q4     |WV    |     341|
|2017 Q1     |WV    |     391|
|2017 Q2     |WV    |     543|
|2017 Q3     |WV    |      38|
|2017 Q4     |WV    |      24|
|2018 Q1     |WV    |     146|
|2018 Q2     |WV    |     598|
|2018 Q3     |WV    |     606|
|2018 Q4     |WV    |     579|
|2019 Q1     |WV    |     540|
|2019 Q2     |WV    |     638|
|2019 Q3     |WV    |     575|
|2019 Q4     |WV    |     700|
|2020 Q1     |WV    |     574|
|2020 Q2     |WV    |     453|
|2020 Q3     |WV    |     479|
|2020 Q4     |WV    |     414|
|2021 Q1     |WV    |     418|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |WY    |      13|
|2012 Q2     |WY    |      97|
|2012 Q3     |WY    |      60|
|2012 Q4     |WY    |      67|
|2013 Q1     |WY    |     116|
|2013 Q2     |WY    |      85|
|2013 Q3     |WY    |      75|
|2013 Q4     |WY    |      53|
|2014 Q1     |WY    |      55|
|2014 Q2     |WY    |      67|
|2014 Q3     |WY    |      87|
|2014 Q4     |WY    |      65|
|2015 Q1     |WY    |      67|
|2015 Q2     |WY    |      61|
|2015 Q3     |WY    |      60|
|2015 Q4     |WY    |      39|
|2016 Q1     |WY    |      59|
|2016 Q2     |WY    |      86|
|2016 Q3     |WY    |      66|
|2016 Q4     |WY    |      78|
|2017 Q1     |WY    |     113|
|2017 Q2     |WY    |      79|
|2017 Q3     |WY    |      63|
|2017 Q4     |WY    |      69|
|2018 Q1     |WY    |      81|
|2018 Q2     |WY    |      89|
|2018 Q3     |WY    |      84|
|2018 Q4     |WY    |      58|
|2019 Q1     |WY    |      50|
|2019 Q2     |WY    |      57|
|2019 Q3     |WY    |      57|
|2019 Q4     |WY    |      69|
|2020 Q1     |WY    |      40|
|2020 Q2     |WY    |      33|
|2020 Q3     |WY    |      66|
|2020 Q4     |WY    |      65|
|2021 Q1     |WY    |      65|
